,date,ric,nat,pl,em,ml,rie,g75µ,g45µ,sba,r1_iram1622,r2_iram1622,r3_iram1622,r7_iram1622,r28_iram1622,r91_iram1622,pf,so3,mgo,sio2,fe2o3,caot,al2o3,na2o,k2o
149,2018-07-09,2759ST,AC,3,LML,3,2759ST,0.26,2.53,460.0,,29.2,,47.0,57.7,,1.86,2.89,0.91,22.04,4.72,62.09,4.79,0.14,0.76
150,2018-07-10,2762ST,AC,2,LML,2,2762ST,0.25,2.3,472.0,16.5,31.4,38.1,49.2,59.3,,2.55,2.92,0.86,22.9,4.49,60.88,4.86,0.14,1.0
151,2018-07-11,2767ST,AC,3,LML,3,2767ST,0.19,1.97,449.0,,29.9,,47.7,59.7,,2.08,2.95,0.74,21.81,4.46,60.99,4.48,0.13,1.06
152,2018-07-14,2771ST,AC,2,LML,2,2771ST,0.19,2.27,494.0,,34.9,,51.8,61.6,,2.2,2.88,0.79,22.15,4.59,61.3,4.48,0.14,1.05
153,2018-07-15,2772ST,AC,2,LML,2,2772ST,0.18,2.06,487.0,,33.2,,48.9,60.3,,2.34,2.9,0.66,22.19,4.4,60.46,4.49,0.14,1.06
154,2018-07-16,2778ST,AC,3,LML,3,2778ST,0.19,1.7,456.0,,30.6,,45.8,58.2,,2.42,2.97,0.76,22.14,4.48,61.31,4.54,0.14,1.08
155,2018-07-18,2781ST,AC,2,LML,2,2781ST,0.46,2.69,489.0,17.4,32.1,38.0,48.6,59.9,,2.11,2.91,0.8,22.37,4.8,61.72,4.38,0.14,1.02
156,2018-07-18,2782ST,AC,3,LML,3,2782ST,0.18,2.65,477.0,,31.8,,50.2,59.6,,2.42,2.9,0.82,22.4,4.57,60.86,4.76,0.14,1.06
157,2018-07-20,2789ST,AC,2,LML,2,2789ST,0.19,1.33,471.0,,32.6,,50.3,59.8,,2.33,2.86,0.77,21.86,4.58,61.9,4.66,0.11,1.0
158,2018-07-22,2797ST,AC,3,LML,3,2797ST,0.18,1.73,471.0,,30.6,,46.5,57.5,,2.17,2.85,0.81,22.25,4.74,61.63,4.42,0.14,0.98
159,2018-07-23,2202ST,AC,2,LML,2,2202ST,0.2,2.43,495.0,,29.0,,44.7,55.6,,2.1,2.9,0.77,21.86,4.4,60.77,4.46,0.14,0.96
160,2018-07-24,2208ST,AC,3,LML,3,2208ST,0.2,2.33,459.0,,30.6,,46.9,59.5,,1.97,2.92,0.8,21.8,4.79,60.99,4.86,0.14,1.01
161,2018-07-25,2207ST,AC,2,LML,2,2207ST,0.39,2.32,464.0,18.8,31.2,36.6,46.1,58.1,,2.26,2.9,0.84,22.66,4.7,61.9,4.9,0.14,1.0
162,2018-07-25,2209ST,AC,3,LML,3,2209ST,0.18,2.27,447.0,,30.9,,50.1,61.2,,2.1,2.9,0.84,21.9,4.74,61.87,4.94,0.14,1.06
163,2018-07-27,2219ST,AC,2,LML,2,2219ST,0.2,2.4,470.0,,31.9,,46.0,58.2,,2.83,2.94,0.81,22.66,4.88,60.9,4.96,0.12,1.06
164,2018-07-29,2226ST,AC,3,LML,3,2226ST,0.17,2.38,449.0,,30.1,,47.2,59.9,,1.36,2.9,0.92,22.19,4.77,60.7,4.86,0.11,1.1
165,2018-07-30,2271ST,AC,2,LML,2,2271ST,0.42,2.4,448.0,,29.8,,46.6,57.1,,2.51,2.87,0.9,22.4,4.79,61.7,4.77,0.14,1.04
166,2018-07-31,2276ST,AC,2,LML,2,2276ST,0.29,2.39,442.0,19.5,32.5,39.6,48.8,60.4,,2.61,2.89,0.77,21.94,4.72,60.86,4.65,0.14,1.11
167,2018-08-15,2298ST,AC,3,LML,3,2298ST,0.25,2.39,430.0,,29.1,,44.9,56.0,,1.85,2.86,0.93,22.06,4.53,60.09,4.41,0.14,1.02
168,2018-08-17,2500ST,AC,2,LML,2,2500ST,0.25,2.39,430.0,16.3,28.0,,44.8,57.6,,1.64,2.94,0.89,21.93,4.56,61.63,4.34,0.14,1.07
169,2018-08-19,2509ST,AC,3,LML,3,2509ST,0.42,2.3,433.0,16.3,28.3,,45.2,57.3,,2.21,2.9,0.9,22.38,4.7,61.04,4.34,0.11,1.15
170,2018-08-20,2515ST,AC,2,LML,2,2515ST,0.31,2.27,447.0,,28.2,,45.8,57.6,,2.21,2.94,0.9,22.49,4.55,60.71,4.44,0.11,1.18
171,2018-08-21,2519ST,AC,2,LML,2,2519ST,0.19,2.16,443.0,15.5,28.1,31.8,44.5,56.7,,2.28,2.91,0.89,22.49,4.67,60.95,4.36,0.11,1.14
172,2018-08-21,2520ST,AC,3,LML,3,2520ST,0.18,2.19,452.0,,27.3,,44.9,55.9,,2.14,2.81,0.9,21.88,4.62,61.45,4.36,0.14,1.1
173,2018-08-22,2526ST,AC,2,LML,2,2526ST,0.52,2.15,442.0,,24.8,,42.2,56.6,,2.14,2.9,0.92,22.19,4.35,61.4,4.4,0.14,1.1
174,2018-08-22,2527ST,AC,3,LML,3,2527ST,0.34,2.25,428.0,,27.9,,42.9,58.2,,1.73,2.89,0.9,21.64,4.7,60.66,4.8,0.14,1.14
175,2018-08-24,2571ST,AC,3,LML,3,2571ST,0.26,2.34,433.0,,28.0,,44.8,58.8,,1.83,2.9,0.93,22.22,4.68,61.46,4.44,0.15,1.06
176,2018-08-26,2576ST,AC,2,LML,2,2576ST,0.2,2.46,440.0,,28.1,,46.6,57.1,,2.36,2.87,0.96,22.94,4.87,61.09,4.96,0.1,1.04
177,2018-08-26,2577ST,AC,3,LML,3,2577ST,0.17,2.49,446.0,,31.3,,45.9,56.3,,2.22,2.9,0.95,21.86,4.79,60.94,4.96,0.14,1.01
178,2018-08-27,2521ST,AC,2,LML,2,2521ST,0.17,2.49,446.0,,32.9,,47.2,57.6,,2.22,2.89,0.9,22.19,4.46,62.16,4.94,0.14,1.01
179,2018-08-27,2522ST,AC,3,LML,3,2522ST,0.26,2.13,443.0,,31.1,,47.7,57.6,,1.65,2.9,0.88,21.96,4.8,60.97,4.94,0.12,0.86
180,2018-08-28,2528ST,AC,2,LML,2,2528ST,0.23,1.9,451.0,20.3,34.6,44.3,48.2,59.7,,1.62,2.84,0.79,22.19,5.04,61.84,4.21,0.14,0.85
181,2018-08-29,2557ST,AC,2,LML,2,2557ST,0.27,2.14,466.0,,31.6,,46.3,56.7,,1.77,2.87,0.82,22.26,4.8,61.46,4.35,0.14,1.01
182,2018-08-29,2552ST,AC,3,LML,3,2552ST,0.12,1.49,443.0,,32.0,,48.9,58.2,,1.95,2.73,0.82,21.98,4.88,61.73,4.22,0.14,0.95
183,2018-08-31,2555ST,AC,2,LML,2,2555ST,0.16,1.77,442.0,,32.6,,51.3,60.3,,1.69,2.87,0.96,22.66,4.76,61.9,4.9,0.12,0.96
184,2018-09-02,2562ST,AC,2,LML,2,2562ST,0.33,2.47,456.0,,30.7,,46.8,59.1,,1.93,2.86,0.87,21.8,4.9,60.87,4.89,0.14,0.91
185,2018-09-02,2565ST,AC,3,LML,3,2565ST,0.33,2.5,439.0,,29.2,,45.7,57.0,,1.61,2.9,0.9,22.66,4.96,61.79,4.92,0.14,0.86
186,2018-09-03,2569ST,AC,2,LML,2,2569ST,0.19,2.27,452.0,,30.2,,46.2,60.4,,1.9,2.86,0.88,21.9,4.81,60.88,4.76,0.13,0.91
187,2018-09-03,2570ST,AC,3,LML,3,2570ST,0.51,3.07,415.0,,27.2,,43.7,59.1,,1.88,2.84,0.79,20.66,4.86,61.92,4.75,0.14,0.85
188,2018-09-04,2572ST,AC,2,LML,2,2572ST,0.21,1.88,457.0,17.0,29.7,35.8,48.5,57.3,,1.92,2.91,0.88,22.24,4.77,61.22,4.37,0.15,1.16
189,2018-09-05,2580ST,AC,3,LML,3,2580ST,0.13,1.75,423.0,,27.5,,43.5,55.4,,2.03,2.8,0.86,21.84,4.79,61.89,4.18,0.15,1.11
190,2018-09-07,2582ST,AC,2,LML,2,2582ST,0.21,2.37,462.0,,34.5,,49.8,56.5,,1.78,2.89,0.84,21.64,4.47,61.92,4.2,0.14,1.14
191,2018-09-07,2585ST,AC,3,LML,3,2585ST,0.27,2.51,450.0,,32.5,,47.5,57.0,,2.24,2.94,0.82,21.8,4.86,60.9,4.7,0.14,1.15
192,2018-09-09,2590ST,AC,2,LML,2,2590ST,0.18,2.02,454.0,,30.4,,47.1,56.9,,1.9,2.9,0.91,21.9,4.92,60.94,4.7,0.14,1.1
193,2018-09-09,2591ST,AC,3,LML,3,2591ST,0.48,2.63,436.0,,29.2,,46.6,56.9,,2.34,2.87,0.9,22.16,4.96,61.49,4.88,0.14,1.1
194,2018-09-10,2597ST,AC,2,LML,2,2597ST,0.22,2.03,443.0,,30.0,,47.5,59.5,,2.1,2.88,0.82,22.13,3.81,61.43,4.8,0.14,1.19
195,2018-09-11,2601ST,AC,2,LML,2,2601ST,0.67,3.65,428.0,17.1,31.3,36.1,48.4,60.5,,1.91,2.94,0.86,22.49,4.98,61.86,4.86,0.11,1.1
196,2018-09-12,2607ST,AC,3,LML,3,2607ST,0.3,2.57,422.0,,30.8,,45.5,58.8,,2.15,2.91,0.94,21.66,4.96,61.94,4.9,0.11,1.14
197,2018-09-14,2608ST,AC,2,LML,2,2608ST,0.15,1.76,437.0,,34.7,,52.7,62.9,,2.05,2.87,0.79,22.2,3.69,61.57,4.89,0.15,1.09
198,2018-09-16,2612ST,AC,2,LML,2,2612ST,0.23,2.14,432.0,,31.2,,48.9,60.3,,1.91,2.86,0.76,22.22,3.69,61.18,4.99,0.14,1.0
199,2018-09-16,2615ST,AC,3,LML,3,2615ST,0.16,2.08,421.0,,30.6,,47.4,59.6,,1.8,2.88,0.77,22.0,3.7,61.76,4.86,0.15,1.02
200,2018-09-17,2620ST,AC,2,LML,2,2620ST,0.28,2.34,411.0,,31.9,,47.8,61.4,,1.99,2.82,0.72,20.62,3.75,63.89,4.26,0.13,0.8
201,2018-09-18,2626ST,AC,3,LML,3,2626ST,0.56,3.01,433.0,,32.1,,47.9,62.0,,1.92,2.88,0.76,22.04,3.65,61.39,4.98,0.14,1.02
202,2018-09-18,2627ST,AC,2,LML,2,2627ST,0.28,2.22,450.0,19.6,31.6,35.7,48.1,59.5,,2.4,2.91,0.8,20.01,3.8,61.61,4.98,0.14,1.07
203,2018-09-19,2676ST,AC,3,LML,3,2676ST,1.71,4.49,396.0,,,,,,,1.8,2.64,0.75,21.33,3.75,62.47,4.67,0.13,0.97
204,2018-09-21,2621ST,AC,2,LML,2,2621ST,0.4,2.4,429.0,,33.0,,48.3,62.1,,2.37,2.85,0.73,20.87,3.86,63.15,4.42,0.13,0.87
205,2018-09-23,2627ST,AC,2,LML,2,2627ST,0.31,2.39,436.0,,32.6,,49.9,59.2,,1.9,2.88,0.74,20.9,3.88,63.27,4.44,0.13,0.87
206,2018-09-23,2628ST,AC,3,LML,3,2628ST,0.26,2.38,431.0,,32.4,,49.5,62.0,,1.81,2.92,0.69,21.87,4.72,62.9,4.66,0.14,0.79
207,2018-09-25,2652ST,AC,2,LML,2,2652ST,0.27,2.4,432.0,21.5,33.2,36.5,48.1,60.4,,1.94,2.86,0.65,21.87,4.62,60.84,4.69,0.14,0.84
208,2018-09-25,2655ST,AC,3,LML,3,2655ST,0.27,2.4,432.0,,33.7,,51.7,58.9,,1.94,2.86,0.65,21.87,4.62,60.84,4.69,0.14,0.84
209,2018-09-28,2665ST,AC,2,LML,2,2665ST,0.44,1.87,432.0,,31.5,,45.2,60.1,,2.15,2.9,0.86,22.4,4.77,61.9,4.86,0.14,0.86
210,2018-09-28,2666ST,AC,3,LML,3,2666ST,0.3,2.08,434.0,,31.9,,51.5,62.6,,1.93,2.87,0.9,21.9,4.76,60.98,4.7,0.11,0.94
211,2018-09-30,2672ST,AC,2,LML,2,2672ST,0.23,1.99,426.0,,31.9,,45.8,60.8,,1.8,2.9,0.87,22.1,4.76,61.94,4.8,0.14,0.86
212,2018-10-14,2720ST,AC,2,LML,2,2720ST,0.29,2.36,440.0,,33.7,,48.9,62.0,,2.47,2.88,0.9,21.88,4.79,60.69,4.7,0.14,1.0
213,2018-10-15,2728ST,AC,3,LML,3,2728ST,0.18,2.4,430.0,,31.4,,48.3,61.7,,2.1,2.9,0.75,22.62,4.05,61.02,4.86,0.09,1.18
214,2018-10-16,2729ST,AC,2,LML,2,2729ST,0.26,2.15,426.0,19.8,33.8,39.8,51.6,59.7,,2.12,2.91,0.86,21.66,4.07,61.6,4.89,0.14,1.2
215,2018-10-17,2769ST,AC,3,LML,3,2769ST,0.28,2.27,419.0,,31.5,,48.3,61.0,,2.54,2.86,0.84,22.19,4.69,61.86,4.85,0.1,1.15
216,2018-10-19,2772ST,AC,3,LML,3,2772ST,0.19,2.32,428.0,,31.6,,49.5,60.3,,2.37,2.87,0.75,21.66,4.23,61.72,4.54,0.15,0.78
217,2018-10-21,2802ST,AC,2,LML,2,2802ST,0.16,2.43,432.0,,31.7,,49.5,60.3,,2.18,2.9,0.86,21.6,4.76,61.66,4.9,0.1,0.86
218,2018-10-21,2805ST,AC,3,LML,3,2805ST,0.27,2.6,423.0,,32.7,,49.4,63.4,,1.99,3.12,0.74,21.93,4.03,61.52,4.63,0.08,0.95
219,2018-10-23,2825ST,AC,2,LML,2,2825ST,0.15,1.96,425.0,19.0,30.5,36.0,46.6,58.6,,1.9,3.06,0.77,22.77,4.02,61.2,4.77,0.08,1.03
220,2018-10-24,2870ST,AC,3,LML,3,2870ST,0.37,2.1,416.0,,31.3,,47.5,63.1,,2.03,3.14,0.79,22.46,3.98,61.94,4.75,0.08,1.1
221,2018-10-26,2877ST,AC,2,LML,2,2877ST,0.1,2.0,429.0,,31.3,,46.0,58.1,,2.18,3.12,0.82,22.6,3.97,61.18,4.87,0.08,1.12
222,2018-10-28,2822ST,AC,3,LML,3,2822ST,0.24,3.11,423.0,,30.8,,46.9,59.9,,2.41,3.05,0.82,22.34,3.92,61.68,4.77,0.08,1.19
223,2018-10-29,2829ST,AC,2,LML,2,2829ST,0.29,1.59,422.0,,30.9,,47.5,60.5,,2.19,2.9,0.82,22.16,4.76,60.9,4.89,0.16,1.14
224,2018-10-30,2855ST,AC,3,LML,3,2855ST,0.15,2.38,416.0,,32.0,,49.3,61.2,,1.97,2.78,0.78,21.6,3.88,61.52,4.76,0.15,1.03
225,2018-10-31,2857ST,AC,2,LML,2,2857ST,0.23,1.67,431.0,19.6,33.0,35.9,49.7,61.3,,1.93,2.88,0.78,21.68,3.86,61.12,4.79,0.15,1.1
226,2018-10-31,2859ST,AC,3,LML,3,2859ST,0.25,2.46,420.0,,29.4,,46.0,60.0,,2.01,3.15,0.82,22.34,3.92,61.68,4.87,0.08,1.19
227,2018-11-02,2911ST,AC,2,LML,2,2911ST,0.12,1.92,414.0,,32.5,,48.4,56.1,,2.06,2.83,0.78,22.04,3.94,61.34,4.84,0.15,1.11
228,2018-11-02,2912ST,AC,3,LML,3,2912ST,0.1,1.86,418.0,,32.5,,48.0,56.9,,2.17,2.84,0.8,22.02,4.0,61.42,4.78,0.15,1.18
229,2018-11-04,2919ST,AC,2,LML,2,2919ST,0.64,3.63,408.0,,31.6,,47.5,60.3,,2.28,2.81,0.79,21.97,4.01,61.44,4.74,0.15,1.18
230,2018-11-04,2920ST,AC,3,LML,3,2920ST,0.16,2.14,422.0,,31.0,,47.6,59.8,,2.09,2.8,0.8,22.09,4.04,61.23,4.8,0.15,1.25
231,2018-11-06,2929ST,AC,2,LML,2,2929ST,0.06,1.28,413.0,18.8,32.1,37.1,48.9,59.0,,2.0,2.86,0.71,22.29,4.1,60.6,4.65,0.09,1.18
232,2018-11-06,2970ST,AC,3,LML,3,2970ST,0.13,1.66,404.0,,31.3,,45.4,57.2,,2.1,2.88,0.69,21.66,4.81,60.99,4.77,0.1,1.2
233,2018-11-09,2922ST,AC,2,LML,2,2922ST,0.19,1.86,412.0,,30.6,,44.9,58.5,,2.61,2.92,0.74,22.77,4.79,61.94,4.9,0.1,1.2
234,2018-11-09,2927ST,AC,3,LML,3,2927ST,0.22,1.94,420.0,,31.6,,45.9,58.2,,1.62,2.86,0.85,22.18,4.86,60.96,4.76,0.14,1.0
235,2018-11-11,5005ST,AC,3,LML,3,5005ST,0.19,2.24,414.0,,30.9,,45.7,59.0,,2.2,2.9,0.73,21.63,3.92,60.56,4.71,0.09,1.2
236,2018-11-12,5010ST,AC,2,LML,2,5010ST,0.12,1.6,411.0,,26.2,,40.3,54.0,,2.33,3.06,0.77,21.97,3.91,60.09,4.91,0.09,1.2
237,2018-11-13,5016ST,AC,3,LML,3,5016ST,0.24,3.03,396.0,,30.3,,45.1,56.5,,2.13,3.01,0.81,21.94,3.9,60.66,5.02,0.19,1.25
238,2018-11-14,5015ST,AC,2,LML,2,5015ST,0.19,2.25,401.0,19.5,30.0,33.7,43.3,56.0,,2.1,2.95,0.68,21.9,4.27,60.36,4.88,0.1,1.2
239,2018-11-15,5020ST,AC,2,LML,2,5020ST,0.25,1.66,409.0,,30.7,,47.0,58.3,,2.11,2.98,0.9,21.88,4.77,60.64,4.86,0.2,1.2
240,2018-11-16,5029ST,AC,2,LML,2,5029ST,0.14,1.64,409.0,,32.5,,49.0,56.4,,2.98,2.94,0.82,21.96,4.17,61.15,4.68,0.14,1.2
241,2018-11-16,5070ST,AC,3,LML,3,5070ST,0.26,1.76,419.0,,31.2,,47.3,57.9,,1.76,2.9,0.84,20.9,4.19,60.86,4.77,0.14,1.14
242,2018-11-18,5077ST,AC,2,LML,2,5077ST,0.3,1.76,426.0,,32.9,,47.4,57.9,,2.09,2.85,0.26,22.76,4.75,61.88,4.86,0.11,1.1
243,2018-11-18,5072ST,AC,3,LML,3,5072ST,0.26,1.87,420.0,,32.2,,45.9,58.0,,1.96,2.87,0.88,21.7,4.79,60.59,4.65,0.14,1.18
244,2018-11-20,5021ST,AC,3,LML,3,5021ST,0.65,3.22,405.0,,32.5,,49.4,59.8,,2.19,2.9,0.76,22.1,4.86,61.4,4.9,0.14,1.15
245,2018-11-21,5020ST,AC,2,LML,2,5020ST,0.19,1.8,419.0,22.0,34.5,39.7,48.8,59.3,,1.71,2.84,0.86,22.19,4.47,61.66,4.38,0.14,1.2
246,2018-11-21,5025ST,AC,3,LML,3,5025ST,0.13,2.34,484.0,,32.1,,47.6,58.3,,3.29,2.69,0.72,21.47,4.0,61.11,4.56,0.13,1.18
247,2018-11-23,5051ST,AC,2,LML,2,5051ST,0.19,2.46,450.0,,29.3,,43.8,55.6,,2.67,2.86,0.84,21.86,4.86,61.49,4.9,0.14,1.2
248,2018-11-25,5055ST,AC,2,LML,2,5055ST,0.26,1.9,440.0,,30.9,,45.5,57.3,,2.14,2.96,0.8,21.9,4.9,61.6,4.86,0.14,1.2
249,2018-11-25,5060ST,AC,3,LML,3,5060ST,0.2,1.66,436.0,,33.9,,49.9,61.2,,1.66,2.91,0.86,21.76,4.66,62.4,4.76,0.1,1.15
250,2018-11-26,5061ST,AC,3,LML,3,5061ST,0.31,1.77,430.0,,32.8,,48.6,60.9,,2.15,2.87,0.84,20.6,4.69,62.1,4.86,0.11,1.1
251,2018-11-27,5067ST,AC,2,LML,2,5067ST,0.22,1.84,438.0,20.1,33.9,40.2,50.8,60.5,,1.59,2.92,0.81,20.86,4.76,61.76,4.66,0.11,1.14
252,2018-11-28,5071ST,AC,3,LML,3,5071ST,0.27,1.9,440.0,,32.2,,48.5,60.4,,1.9,2.92,0.76,21.96,4.68,60.84,4.76,0.1,1.15
253,2018-11-30,5077ST,AC,2,LML,2,5077ST,0.31,1.84,429.0,,31.8,,45.8,61.0,,1.57,2.93,0.8,22.66,4.69,60.77,4.89,0.1,1.2
254,2018-11-30,5078ST,AC,3,LML,3,5078ST,0.29,1.85,435.0,,34.7,,50.3,61.1,,2.07,2.95,0.79,22.84,4.8,62.8,4.76,0.1,1.2
255,2018-12-02,5082ST,AC,2,LML,2,5082ST,0.37,1.94,428.0,,29.7,,45.9,59.7,,2.32,2.9,0.8,21.87,4.79,61.78,4.86,0.11,1.22
256,2018-12-03,5087ST,AC,3,LML,3,5087ST,0.29,1.9,425.0,,28.5,,44.5,57.3,,1.7,2.92,0.76,22.86,4.85,61.7,4.64,0.14,1.2
257,2018-12-03,5092ST,AC,2,LML,2,5092ST,0.35,1.89,437.0,,31.5,,49.6,60.4,,1.94,2.94,0.86,22.17,4.9,61.96,4.89,0.14,1.15
258,2018-12-07,5107ST,AC,2,LML,2,5107ST,0.24,1.77,430.0,,31.0,,46.3,61.3,,1.68,2.88,0.77,20.06,3.88,60.99,4.72,0.13,1.19
259,2018-12-07,5102ST,AC,2,LML,2,5102ST,0.27,1.84,437.0,,30.4,,46.8,58.0,,1.6,2.91,0.86,21.46,4.76,62.19,4.87,0.1,1.2
260,2018-12-09,5112ST,AC,3,LML,3,5112ST,0.17,1.57,429.0,,29.6,,46.8,61.4,,2.64,2.92,0.9,22.17,4.77,61.9,4.88,0.12,1.18
261,2018-12-10,5119ST,AC,2,LML,2,5119ST,0.29,1.64,442.0,,28.8,,44.9,57.4,,1.64,2.9,0.82,22.66,4.8,61.9,4.79,0.15,1.2
262,2018-12-11,5150ST,AC,2,LML,2,5150ST,0.32,1.47,429.0,17.4,29.9,35.7,45.1,59.3,,2.64,2.94,0.84,22.67,4.77,60.78,4.82,0.1,1.2
263,2018-12-11,5151ST,AC,3,LML,3,5151ST,0.26,1.58,422.0,,29.7,,46.5,58.5,,1.6,2.9,0.8,21.96,4.76,61.79,4.89,0.1,1.2
264,2018-12-14,5161ST,AC,2,LML,2,5161ST,0.33,1.7,440.0,,28.4,,45.2,58.0,,1.87,2.87,0.76,20.64,4.82,60.66,4.76,0.14,1.2
265,2018-12-16,5162ST,AC,2,LML,2,5162ST,0.42,2.04,435.0,,28.5,,46.0,57.4,,1.93,2.9,0.82,22.17,4.79,60.87,4.86,0.15,1.2
266,2018-12-16,5167ST,AC,3,LML,3,5167ST,0.13,2.1,430.0,,28.2,,43.8,55.3,,2.09,2.91,0.79,21.96,4.65,60.99,4.77,0.12,1.2
267,2018-12-17,5171ST,AC,2,LML,2,5171ST,0.11,2.0,421.0,,32.2,,48.4,58.5,,2.03,2.93,0.8,22.19,4.76,61.59,4.69,0.14,1.24
268,2018-12-17,5172ST,AC,3,LML,3,5172ST,0.17,1.65,423.0,,31.4,,50.4,58.2,,2.14,2.92,0.96,21.86,4.77,61.99,4.9,0.11,1.14
269,2018-12-18,5176ST,AC,2,LML,2,5176ST,0.26,1.7,430.0,18.6,31.3,37.8,49.6,58.8,,2.02,2.88,0.81,22.64,4.82,60.9,4.79,0.14,1.2
270,2018-12-19,5182ST,AC,3,LML,3,5182ST,0.16,1.67,432.0,,31.1,,46.5,58.1,,1.77,2.86,0.9,22.74,4.76,61.89,4.69,0.14,1.2
271,2018-12-21,5207ST,AC,2,LML,2,5207ST,0.19,1.9,426.0,,34.3,,49.5,59.9,,1.98,2.86,0.92,21.94,4.8,60.9,4.66,0.14,1.2
272,2018-12-21,5208ST,AC,3,LML,3,5208ST,0.26,1.84,420.0,,32.4,,48.5,58.0,,1.79,2.9,0.8,22.6,4.76,61.76,4.79,0.11,1.14
273,2018-12-23,5211ST,AC,2,LML,2,5211ST,0.2,1.9,406.0,,33.6,,50.0,60.3,,2.17,2.91,0.86,21.99,4.87,60.87,4.9,0.1,1.2
274,2018-12-23,5212ST,AC,3,LML,3,5212ST,0.3,1.96,414.0,,34.7,,50.5,60.6,,1.77,2.85,0.77,22.66,4.9,61.94,4.84,0.1,1.16
275,2018-12-24,5221ST,AC,3,LML,3,5221ST,0.27,1.82,420.0,,33.2,,51.8,61.8,,1.63,2.9,0.65,21.67,4.69,60.84,4.76,0.14,0.99
276,2018-12-25,5226ST,AC,2,LML,2,5226ST,0.19,1.76,417.0,22.0,34.0,39.1,47.5,58.0,,2.05,2.91,0.82,21.94,4.84,61.99,4.65,0.1,0.9
277,2018-12-25,5227ST,AC,3,LML,3,5227ST,0.14,1.84,426.0,,28.9,,43.7,58.9,,1.82,2.86,0.94,22.17,4.82,60.55,4.9,0.1,1.1
278,2018-12-28,5276ST,AC,2,LML,2,5276ST,0.29,1.81,418.0,,31.6,,45.6,58.4,,1.82,2.92,0.84,22.63,4.82,60.87,4.76,0.14,1.2
279,2018-12-28,5277ST,AC,3,LML,3,5277ST,0.27,1.97,447.0,,31.0,,45.0,57.1,,2.09,2.81,0.92,21.57,3.82,60.56,4.81,0.14,1.13
280,2018-12-30,5221ST,AC,2,LML,2,5221ST,0.23,1.06,410.0,,28.1,,43.2,57.2,,1.81,2.87,0.9,21.88,3.8,60.82,4.8,0.14,1.17
281,2018-12-30,5222ST,AC,3,LML,3,5222ST,0.25,2.23,424.0,,29.6,,45.0,57.6,,1.92,2.81,0.81,21.99,3.68,60.37,4.9,0.13,1.09
282,2019-01-01,5250ST,AC,2,LML,2,5250ST,0.27,1.74,417.0,13.7,25.8,30.1,42.4,59.5,,2.08,2.89,0.84,21.87,3.74,60.91,4.9,0.13,1.15
283,2019-01-01,5251ST,AC,3,LML,3,5251ST,0.23,1.84,415.0,,29.8,,45.9,58.9,,2.08,2.92,0.85,21.91,3.74,61.11,4.91,0.14,1.15
284,2019-01-02,5285ST,AC,3,LML,3,5285ST,0.27,1.71,407.0,,26.2,,44.3,55.7,,2.08,2.9,0.85,21.91,3.78,61.27,3.89,0.14,1.15
285,2019-01-04,5718ST,AC,2,LML,2,5718ST,0.16,1.63,400.0,,32.4,,48.4,57.4,,2.0,2.83,1.02,21.75,3.82,60.31,4.97,0.13,1.12
286,2019-01-04,5719ST,AC,3,LML,3,5719ST,0.31,2.32,416.0,,28.7,,45.2,57.4,,2.08,2.84,0.82,21.44,3.89,62.01,4.55,0.13,0.95
287,2019-01-06,5727ST,AC,2,LML,2,5727ST,0.2,1.57,414.0,,30.9,,46.2,59.3,,1.91,2.89,0.79,22.01,4.31,61.36,4.26,0.11,1.01
288,2019-01-06,5722ST,AC,3,LML,3,5722ST,0.22,1.75,423.0,,31.2,,46.6,59.0,,1.86,2.92,0.76,21.87,4.51,60.32,4.23,0.13,1.11
289,2019-01-07,5728ST,AC,3,LML,3,5728ST,0.15,1.56,413.0,,31.7,,46.7,60.5,,1.92,2.8,0.89,20.93,3.7,62.44,4.45,0.12,0.98
290,2019-01-09,5772ST,AC,2,LML,2,5772ST,0.14,1.76,413.0,21.1,33.6,39.6,48.2,57.8,,1.9,2.86,0.82,21.32,3.98,60.87,4.25,0.13,0.99
291,2019-01-09,5776ST,AC,3,LML,3,5776ST,0.12,1.82,410.0,,29.7,,45.9,57.8,,1.75,2.91,0.9,20.87,3.68,61.86,4.45,0.14,1.14
292,2019-01-11,5720ST,AC,2,LML,2,5720ST,0.26,1.78,421.0,,33.1,,46.3,59.2,,1.87,2.86,0.87,21.69,3.87,61.39,4.21,0.11,1.12
293,2019-01-11,5721ST,AC,3,LML,3,5721ST,0.25,1.68,415.0,,31.4,,45.9,56.7,,1.78,2.94,0.77,22.23,3.78,61.25,5.06,0.13,1.14
294,2019-01-13,5722ST,AC,2,LML,2,5722ST,0.21,1.76,412.0,,31.4,,46.7,57.3,,1.78,2.89,0.84,22.08,3.78,61.08,5.03,0.14,1.12
295,2019-01-13,5727ST,AC,3,LML,3,5727ST,0.33,1.87,410.0,,31.3,,45.6,57.2,,1.63,2.93,0.83,22.06,3.76,60.91,5.03,0.14,1.14
296,2019-01-14,5727ST,AC,3,LML,3,5727ST,0.12,2.04,423.0,,32.4,,45.9,59.9,,1.87,2.92,0.85,22.15,3.8,61.13,5.08,0.13,1.18
297,2019-01-15,5756ST,AC,2,LML,2,5756ST,0.15,2.01,421.0,20.8,31.5,39.6,48.7,59.5,,1.71,2.83,0.85,21.57,3.83,61.98,4.62,0.13,1.03
