,date,ric,nat,pl,em,ml,rie,g75µ,g45µ,sba,r1_iram1622,r2_iram1622,r3_iram1622,r7_iram1622,r28_iram1622,r91_iram1622,pf,so3,mgo,sio2,fe2o3,caot,al2o3,na2o,k2o
1000,2021-02-28,9625ST,AC,2,LML,2,9625ST,0.23,2.13,392.0,,33.2,,46.6,57.3,,3.51,2.96,0.58,20.18,4.39,63.16,3.8,0.05,0.99
1001,2021-03-02,9677ST,AC,2,LML,2,9677ST,0.15,1.97,416.0,,,,47.1,57.1,,3.24,2.97,0.59,19.61,4.51,62.79,3.78,0.03,0.96
1002,2021-03-03,9622ST,AC,2,LML,2,9622ST,0.26,2.9,408.0,,30.7,,48.8,60.5,,3.34,3.0,0.6,19.7,4.37,62.86,3.82,0.03,0.96
1003,2021-03-03,9625ST,AC,3,LML,3,9625ST,0.21,2.6,414.0,17.0,29.7,,,57.4,,6.02,2.74,0.55,18.63,4.15,62.86,3.54,0.03,0.95
1004,2021-03-03,9651ST,AC,2,LML,2,9651ST,0.28,2.99,386.0,21.1,,,50.2,60.1,,3.21,2.97,0.59,19.38,4.29,62.46,3.77,0.03,0.96
1005,2021-03-05,9655ST,AC,2,LML,2,9655ST,0.3,2.77,406.0,,33.3,,49.9,60.0,,5.02,2.97,0.57,19.16,4.16,63.3,3.74,0.03,0.94
1006,2021-03-05,9656ST,AC,3,LML,3,9656ST,0.36,3.19,428.0,,30.1,,,58.7,,5.99,2.85,0.55,18.29,4.08,62.82,3.51,0.03,0.93
1007,2021-03-07,9662ST,AC,2,LML,2,9662ST,0.21,2.71,427.0,,32.7,,49.1,60.5,,3.38,2.92,0.58,20.12,4.52,62.75,3.9,0.03,0.95
1008,2021-03-08,9671ST,AC,2,LML,2,9671ST,0.24,2.65,402.0,18.4,32.1,37.7,50.6,59.3,,3.18,2.66,0.58,19.75,4.34,62.61,3.75,0.03,0.97
1009,2021-03-08,9672ST,AC,3,LML,3,9672ST,0.28,3.61,401.0,17.4,31.4,,,58.0,,3.54,2.7,0.59,19.75,4.3,62.35,3.77,0.03,1.01
1010,2021-03-09,9677ST,AC,2,LML,2,9677ST,0.36,3.37,414.0,,35.0,,50.6,60.9,,2.92,3.0,0.57,19.68,4.36,62.65,3.76,0.02,1.01
1011,2021-03-09,9678ST,AC,3,LML,3,9678ST,0.27,2.3,398.0,18.9,28.9,,,53.1,,3.41,2.92,0.58,19.85,4.33,62.57,3.74,0.02,1.05
1012,2021-03-10,9682ST,AC,2,LML,2,9682ST,0.29,2.73,402.0,,33.7,,49.6,60.6,,3.05,2.85,0.59,19.96,4.24,62.24,3.88,0.03,1.04
1013,2021-03-10,9685ST,AC,3,LML,3,9685ST,0.23,2.24,390.0,19.6,31.0,,,57.1,,3.41,2.83,0.58,20.03,4.23,61.74,3.8,0.04,1.04
1014,2021-03-11,9691ST,AC,2,LML,2,9691ST,0.3,2.26,384.0,17.1,,,46.5,58.8,,3.31,2.82,0.59,19.9,4.23,62.25,3.87,0.03,1.02
1015,2021-03-11,9692ST,AC,3,LML,3,9692ST,0.2,2.69,385.0,16.7,,,,57.9,,4.77,2.85,0.58,19.81,4.21,61.58,3.83,0.04,1.03
1016,2021-03-12,9698ST,AC,2,LML,2,9698ST,0.22,2.12,400.0,,29.4,,50.5,57.0,,3.41,2.83,0.6,19.98,4.11,62.62,3.87,0.03,0.98
1017,2021-03-12,9699ST,AC,3,LML,3,9699ST,0.3,2.45,377.0,,31.4,,,57.4,,3.13,2.82,0.6,20.33,4.24,61.8,3.98,0.04,1.01
1018,2021-03-14,9707ST,AC,2,LML,2,9707ST,0.19,2.11,410.0,,30.0,,46.0,56.4,,3.47,2.73,0.64,20.27,4.29,62.9,3.88,0.03,0.93
1019,2021-03-14,9708ST,AC,3,LML,3,9708ST,0.32,2.79,413.0,17.5,27.7,,,56.2,,3.88,2.71,0.63,20.1,4.35,62.93,3.81,0.03,0.92
1020,2021-03-15,9717ST,AC,2,LML,2,9717ST,0.15,2.21,402.0,19.6,29.6,35.5,48.0,59.8,,3.6,2.77,0.62,20.03,4.37,62.9,3.81,0.03,0.88
1021,2021-03-15,9712ST,AC,3,LML,3,9712ST,0.37,2.68,379.0,19.7,29.7,,,58.5,,3.71,2.66,0.63,20.07,4.34,62.9,3.81,0.03,0.92
1022,2021-03-16,9720ST,AC,2,LML,2,9720ST,0.3,2.36,372.0,,30.7,,47.7,58.4,,3.72,2.81,0.62,19.86,4.33,62.16,3.84,0.03,0.9
1023,2021-03-16,9721ST,AC,3,LML,3,9721ST,0.46,2.77,409.0,17.3,28.8,,,58.5,,3.8,2.69,0.63,20.01,4.36,62.94,3.8,0.03,0.92
1024,2021-03-17,9727ST,AC,2,LML,2,9727ST,0.41,2.9,392.0,,29.8,,47.8,,,,2.92,0.62,19.6,4.23,62.3,3.78,0.03,0.94
1025,2021-03-17,9728ST,AC,3,LML,3,9728ST,0.29,2.7,388.0,17.5,27.9,,,,,3.96,2.79,0.63,19.97,4.34,62.83,3.83,0.03,0.93
1026,2021-03-18,9777ST,AC,2,LML,2,9777ST,0.24,2.5,402.0,17.2,,,45.1,,,3.53,2.88,0.59,19.54,4.43,62.85,3.67,0.03,0.93
1027,2021-03-18,9772ST,AC,3,LML,3,9772ST,0.29,2.4,396.0,16.7,,,,,,3.6,2.83,0.6,19.49,4.46,62.61,3.65,0.03,0.89
1028,2021-03-19,9779ST,AC,2,LML,2,9779ST,0.29,2.51,399.0,,26.9,,45.7,,,,2.8,0.59,19.9,4.47,62.98,3.68,0.03,0.91
1029,2021-03-19,9720ST,AC,3,LML,3,9720ST,0.31,2.4,399.0,,28.1,,,,,,2.85,0.6,19.71,4.52,62.92,3.66,0.03,0.9
1030,2021-03-21,9722ST,AC,2,LML,2,9722ST,0.3,2.61,,,31.3,,49.0,,,3.98,2.82,0.58,19.69,4.3,62.97,3.74,0.03,0.89
1031,2021-03-21,9727ST,AC,3,LML,3,9727ST,3.74,3.19,393.0,17.6,28.4,,,,,3.86,2.76,0.6,19.71,4.45,63.02,3.68,0.03,0.91
1032,2021-03-22,9751ST,AC,2,LML,2,9751ST,0.24,2.09,408.0,20.4,30.4,37.9,49.2,,,3.65,2.9,0.59,19.89,4.24,63.09,3.86,0.03,0.9
1033,2021-03-22,9752ST,AC,3,LML,3,9752ST,0.42,3.44,406.0,17.4,29.3,,,,,3.68,2.77,0.6,19.85,4.41,63.1,3.76,0.03,0.9
1034,2021-03-23,9762ST,AC,2,LML,2,9762ST,0.2,2.45,410.0,,29.0,,46.4,,,3.65,2.91,0.6,19.94,4.25,62.94,3.88,0.03,0.94
1035,2021-03-23,9767ST,AC,3,LML,3,9767ST,0.45,3.3,392.0,17.1,28.8,,,,,3.7,2.85,0.6,19.9,4.26,63.03,3.83,0.03,0.94
1036,2021-03-24,9762ST,AC,2,LML,2,9762ST,0.23,2.21,384.0,,28.9,,46.1,,,3.86,2.81,0.64,19.97,4.31,62.63,3.88,0.03,0.99
1037,2021-03-24,9765ST,AC,3,LML,3,9765ST,0.32,2.8,409.0,18.1,29.4,,,,,3.88,2.77,0.64,19.83,4.17,62.77,3.87,0.03,0.97
1038,2021-03-25,9771ST,AC,2,LML,2,9771ST,0.19,2.09,399.0,19.0,,,45.5,,,3.23,2.83,0.65,19.83,4.26,62.54,3.88,0.03,1.0
1039,2021-03-25,9772ST,AC,3,LML,3,9772ST,0.37,3.26,402.0,16.7,,,,,,3.96,2.88,0.65,19.7,4.34,62.62,3.83,0.04,0.98
1040,2021-03-26,9776ST,AC,2,LML,2,9776ST,0.26,2.11,395.0,,28.6,,45.7,,,3.35,2.87,0.67,19.87,4.22,62.4,3.89,0.04,1.0
1041,2021-03-26,9777ST,AC,3,LML,3,9777ST,0.19,2.14,391.0,,27.9,,,,,3.87,2.87,0.66,19.85,4.31,62.63,3.84,0.04,0.98
1042,2021-03-28,9788ST,AC,2,LML,2,9788ST,0.27,1.8,400.0,,25.6,,44.7,,,3.49,2.91,0.67,19.84,4.25,62.77,3.85,0.04,0.99
1043,2021-03-28,9789ST,AC,3,LML,3,9789ST,0.3,2.64,424.0,16.7,26.5,,,,,3.58,2.94,0.66,19.94,4.29,62.76,3.86,0.04,1.02
1044,2021-03-29,9796ST,AC,2,LML,2,9796ST,0.28,2.47,403.0,17.0,29.0,35.6,46.8,,,3.64,2.93,0.65,19.85,4.26,62.96,3.74,0.04,0.93
1045,2021-03-29,9797ST,AC,3,LML,3,9797ST,0.19,2.1,330.0,16.1,28.2,,,,,3.77,2.9,0.66,19.76,4.29,63.01,3.73,0.04,0.93
1046,2021-03-30,9801ST,AC,2,LML,2,9801ST,0.26,2.38,389.0,,29.3,,45.5,,,3.98,2.93,0.6,20.15,4.24,63.0,3.79,0.04,0.93
1047,2021-03-30,9802ST,AC,3,LML,3,9802ST,0.17,2.07,415.0,16.7,30.0,,,,,3.95,3.01,0.67,20.16,4.32,63.06,3.8,0.04,0.94
1048,2021-03-31,9808ST,AC,2,LML,2,9808ST,0.59,2.21,414.0,,29.4,,46.7,,,3.84,2.91,0.66,20.06,4.25,62.87,3.77,0.04,0.93
1049,2021-03-31,9809ST,AC,3,LML,3,9809ST,0.49,2.45,415.0,15.4,29.8,,,,,3.47,2.98,0.67,20.17,4.3,62.98,3.78,0.04,0.93
1050,2021-04-01,9812ST,AC,2,LML,2,9812ST,0.19,1.86,412.0,16.5,,,43.7,,,3.7,2.89,0.66,20.16,4.32,63.01,3.85,0.09,0.91
1051,2021-04-01,9817ST,AC,3,LML,3,9817ST,0.39,2.72,378.0,14.5,,,,,,3.57,2.93,0.67,20.18,4.32,62.89,3.83,0.04,0.95
1052,2021-04-02,9816ST,AC,2,LML,2,9816ST,0.36,2.05,390.0,,28.7,,45.1,,,3.54,2.89,0.67,20.11,4.3,62.92,3.85,0.04,0.94
1053,2021-04-02,9817ST,AC,3,LML,3,9817ST,0.36,2.82,387.0,,26.3,,,,,3.58,2.89,0.66,20.11,4.38,63.04,3.8,0.04,0.91
1054,2021-04-04,9822ST,AC,2,LML,2,9822ST,0.18,1.98,420.0,,31.2,,48.4,,,3.45,2.9,0.68,19.7,4.09,62.93,3.81,0.03,0.98
1055,2021-04-04,9825ST,AC,3,LML,3,9825ST,0.3,2.53,398.0,18.1,30.9,,,,,4.04,2.71,0.67,19.85,4.18,62.93,3.76,0.04,0.95
1056,2021-04-06,9876ST,AC,2,LML,2,9876ST,0.24,2.6,414.0,,31.3,,46.5,,,4.12,2.93,0.68,19.88,4.09,63.02,3.84,0.03,0.96
1057,2021-04-06,9877ST,AC,3,LML,3,9877ST,0.34,2.49,416.0,16.1,29.7,,,,,4.11,2.95,0.69,19.98,4.08,62.98,3.85,0.04,0.98
1058,2021-04-07,9822ST,AC,2,LML,2,9822ST,1.18,2.6,402.0,,28.8,,,,,3.47,2.86,0.68,20.2,4.18,63.1,3.86,0.03,0.92
1059,2021-04-07,9825ST,AC,3,LML,3,9825ST,0.21,2.12,416.0,17.1,30.3,,,,,3.82,2.84,0.69,20.02,4.11,63.12,3.81,0.03,0.95
1060,2021-04-08,9850ST,AC,2,LML,2,9850ST,0.26,2.01,407.0,,,,,,,3.42,0.66,4.32,20.08,0.93,62.89,3.86,0.96,2.69
1061,2021-04-08,9851ST,AC,3,LML,3,9851ST,0.21,2.03,405.0,14.7,,,,,,3.55,2.81,0.66,20.06,4.4,63.04,3.8,0.03,0.9
1062,2021-04-09,9856ST,AC,2,LML,2,9856ST,0.28,1.79,408.0,,29.7,,,,,3.57,2.86,0.67,19.87,4.29,62.8,3.82,0.03,0.93
1063,2021-04-09,9857ST,AC,3,LML,3,9857ST,0.22,2.15,403.0,,29.6,,,,,3.73,2.8,0.67,19.81,4.33,62.73,3.8,0.03,0.93
1064,2021-04-11,9866ST,AC,2,LML,2,9866ST,0.3,2.12,414.0,,30.4,,,,,3.56,2.87,0.71,19.91,4.18,62.94,3.89,0.04,0.99
1065,2021-04-11,9867ST,AC,3,LML,3,9867ST,0.66,2.95,407.0,15.7,28.3,,,,,3.69,2.86,0.68,19.83,4.26,62.95,3.83,0.03,0.93
1066,2021-04-13,9878ST,AC,2,LML,2,9878ST,0.19,1.78,420.0,,,,,,,3.27,2.92,0.71,19.87,4.13,62.98,3.88,0.03,0.97
1067,2021-04-13,9879ST,AC,3,LML,3,9879ST,0.15,2.62,,,,,,,,3.66,2.9,0.7,19.83,4.18,63.08,3.85,0.03,0.97
